UniqueMouse,Cohort,InjuredGroup,Treatment,HourOfDay,CumulativeHour,PercentSleep
C5-11,C5,Sham,vehicle,21,94,0.78
C5-11,C5,Sham,vehicle,22,95,13.72
C5-11,C5,Sham,vehicle,23,96,1.83
C5-11,C5,Sham,vehicle,0,97,2.5
C5-11,C5,Sham,vehicle,1,98,32.11
C5-11,C5,Sham,vehicle,2,99,52.72
C5-11,C5,Sham,vehicle,3,100,14.72
C5-11,C5,Sham,vehicle,4,101,48.78
C5-11,C5,Sham,vehicle,5,102,14.06
C5-11,C5,Sham,vehicle,6,103,7.72
C5-11,C5,Sham,vehicle,7,104,77.22
C5-11,C5,Sham,vehicle,8,105,61.22
C5-11,C5,Sham,vehicle,9,106,47.72
C5-11,C5,Sham,vehicle,10,107,77.17
C5-11,C5,Sham,vehicle,11,108,70.06
C5-11,C5,Sham,vehicle,12,109,74.33
C5-11,C5,Sham,vehicle,13,110,71.56
C5-11,C5,Sham,vehicle,14,111,69.72
C5-11,C5,Sham,vehicle,15,112,78.94
C5-11,C5,Sham,vehicle,16,113,41.11
C5-11,C5,Sham,vehicle,17,114,72.33
C5-11,C5,Sham,vehicle,18,115,17.78
C5-11,C5,Sham,vehicle,19,116,20.33
C5-11,C5,Sham,vehicle,20,117,4.11
C5-11,C5,Sham,vehicle,21,118,17.61
C5-11,C5,Sham,vehicle,22,119,10.39
C5-11,C5,Sham,vehicle,23,120,21.83
C5-11,C5,Sham,vehicle,0,121,1.61
C5-11,C5,Sham,vehicle,1,122,71.72
C5-11,C5,Sham,vehicle,2,123,46.56
C5-11,C5,Sham,vehicle,3,124,40.89
C5-11,C5,Sham,vehicle,4,125,27.28
C5-11,C5,Sham,vehicle,5,126,1.94
C5-11,C5,Sham,vehicle,6,127,76.94
C5-11,C5,Sham,vehicle,7,128,59.39
C5-11,C5,Sham,vehicle,8,129,71.06
C5-11,C5,Sham,vehicle,9,130,76.39
C5-11,C5,Sham,vehicle,10,131,77.72
C5-11,C5,Sham,vehicle,11,132,83.28
C5-11,C5,Sham,vehicle,12,133,35.61
C5-11,C5,Sham,vehicle,13,134,65.5
C5-11,C5,Sham,vehicle,14,135,67.78
C5-11,C5,Sham,vehicle,15,136,64.61
C5-11,C5,Sham,vehicle,16,137,66.78
C5-11,C5,Sham,vehicle,17,138,62.17
C5-11,C5,Sham,vehicle,18,139,10.06
C5-11,C5,Sham,vehicle,19,140,24.83
C5-11,C5,Sham,vehicle,20,141,3.83
C5-11,C5,Sham,vehicle,21,142,44.78
C5-11,C5,Sham,vehicle,22,143,3.33
C5-11,C5,Sham,vehicle,23,144,25.5
C5-11,C5,Sham,vehicle,0,145,56.78
C5-11,C5,Sham,vehicle,1,146,28.72
C5-11,C5,Sham,vehicle,2,147,20.11
C5-11,C5,Sham,vehicle,3,148,35.39
C5-11,C5,Sham,vehicle,4,149,1.61
C5-11,C5,Sham,vehicle,5,150,0.67
C5-11,C5,Sham,vehicle,6,151,83.06
C5-11,C5,Sham,vehicle,7,152,63.67
C5-14,C5,mFPI,vehicle,15,16,1.33
C5-14,C5,mFPI,vehicle,16,17,69.11
C5-14,C5,mFPI,vehicle,17,18,79.11
C5-14,C5,mFPI,vehicle,18,19,34.89
C5-14,C5,mFPI,vehicle,19,20,71.28
C5-14,C5,mFPI,vehicle,20,21,58.22
C5-14,C5,mFPI,vehicle,21,22,53.33
C5-14,C5,mFPI,vehicle,22,23,60.56
C5-14,C5,mFPI,vehicle,23,24,0.28
C5-14,C5,mFPI,vehicle,0,25,0.17
C5-14,C5,mFPI,vehicle,1,26,2.17
C5-14,C5,mFPI,vehicle,2,27,35.17
C5-14,C5,mFPI,vehicle,3,28,30.44
C5-14,C5,mFPI,vehicle,4,29,58.89
C5-14,C5,mFPI,vehicle,5,30,71.72
C5-14,C5,mFPI,vehicle,6,31,87.89
C5-14,C5,mFPI,vehicle,7,32,19.44
C5-14,C5,mFPI,vehicle,8,33,29.83
C5-14,C5,mFPI,vehicle,9,34,33.28
C5-14,C5,mFPI,vehicle,10,35,94.17
C5-14,C5,mFPI,vehicle,11,36,63.06
C5-14,C5,mFPI,vehicle,12,37,61.56
C5-14,C5,mFPI,vehicle,13,38,85.06
C5-14,C5,mFPI,vehicle,14,39,76.06
C5-14,C5,mFPI,vehicle,15,40,41.94
C5-14,C5,mFPI,vehicle,16,41,91.89
C5-14,C5,mFPI,vehicle,17,42,46.22
C5-14,C5,mFPI,vehicle,18,43,93.39
C5-14,C5,mFPI,vehicle,19,44,10.61
C5-14,C5,mFPI,vehicle,20,45,76.06
C5-14,C5,mFPI,vehicle,21,46,50.0
C5-14,C5,mFPI,vehicle,22,47,0.22
C5-14,C5,mFPI,vehicle,23,48,0.0
C5-14,C5,mFPI,vehicle,0,49,0.22
C5-14,C5,mFPI,vehicle,1,50,13.72
C5-14,C5,mFPI,vehicle,2,51,0.39
C5-14,C5,mFPI,vehicle,3,52,26.72
C5-14,C5,mFPI,vehicle,4,53,23.0
C5-14,C5,mFPI,vehicle,5,54,68.28
C5-14,C5,mFPI,vehicle,6,55,62.06
C5-14,C5,mFPI,vehicle,7,56,58.5
C5-14,C5,mFPI,vehicle,8,57,74.44
C5-14,C5,mFPI,vehicle,9,58,68.89
C5-14,C5,mFPI,vehicle,10,59,29.89
C5-14,C5,mFPI,vehicle,11,60,80.83
C5-14,C5,mFPI,vehicle,12,61,4.61
C5-14,C5,mFPI,vehicle,13,62,86.11
C5-14,C5,mFPI,vehicle,14,63,62.28
C5-14,C5,mFPI,vehicle,15,64,71.67
C5-14,C5,mFPI,vehicle,16,65,78.61
C5-14,C5,mFPI,vehicle,17,66,82.39
C5-14,C5,mFPI,vehicle,18,67,82.94
C5-14,C5,mFPI,vehicle,19,68,24.17
C5-14,C5,mFPI,vehicle,20,69,73.94
C5-14,C5,mFPI,vehicle,21,70,3.39
C5-14,C5,mFPI,vehicle,22,71,1.5
C5-14,C5,mFPI,vehicle,23,72,50.5
C5-14,C5,mFPI,vehicle,0,73,0.17
C5-14,C5,mFPI,vehicle,1,74,34.94
C5-14,C5,mFPI,vehicle,2,75,8.61
C5-14,C5,mFPI,vehicle,3,76,63.83
C5-14,C5,mFPI,vehicle,4,77,30.83
C5-14,C5,mFPI,vehicle,5,78,50.33
C5-14,C5,mFPI,vehicle,6,79,64.61
C5-14,C5,mFPI,vehicle,7,80,77.33
C5-14,C5,mFPI,vehicle,8,81,47.72
C5-14,C5,mFPI,vehicle,9,82,68.22
C5-14,C5,mFPI,vehicle,10,83,64.33
C5-14,C5,mFPI,vehicle,11,84,42.78
C5-14,C5,mFPI,vehicle,12,85,73.83
C5-14,C5,mFPI,vehicle,13,86,35.06
C5-14,C5,mFPI,vehicle,14,87,93.78
C5-14,C5,mFPI,vehicle,15,88,76.0
C5-14,C5,mFPI,vehicle,16,89,58.56
C5-14,C5,mFPI,vehicle,17,90,74.78
C5-14,C5,mFPI,vehicle,18,91,58.83
C5-14,C5,mFPI,vehicle,19,92,43.5
C5-14,C5,mFPI,vehicle,20,93,0.17
C5-14,C5,mFPI,vehicle,21,94,0.0
C5-14,C5,mFPI,vehicle,22,95,44.89
C5-14,C5,mFPI,vehicle,23,96,2.0
C5-14,C5,mFPI,vehicle,0,97,42.17
C5-14,C5,mFPI,vehicle,1,98,24.78
C5-14,C5,mFPI,vehicle,2,99,63.22
C5-14,C5,mFPI,vehicle,3,100,16.67
C5-14,C5,mFPI,vehicle,4,101,32.94
C5-14,C5,mFPI,vehicle,5,102,41.89
C5-14,C5,mFPI,vehicle,6,103,42.39
C5-14,C5,mFPI,vehicle,7,104,78.67
C5-14,C5,mFPI,vehicle,8,105,57.89
C5-14,C5,mFPI,vehicle,9,106,50.89
C5-14,C5,mFPI,vehicle,10,107,71.89
C5-14,C5,mFPI,vehicle,11,108,77.28
C5-14,C5,mFPI,vehicle,12,109,74.0
C5-14,C5,mFPI,vehicle,13,110,70.94
C5-14,C5,mFPI,vehicle,14,111,88.78
C5-14,C5,mFPI,vehicle,15,112,75.33
C5-14,C5,mFPI,vehicle,16,113,47.61
C5-14,C5,mFPI,vehicle,17,114,63.28
C5-14,C5,mFPI,vehicle,18,115,40.83
C5-14,C5,mFPI,vehicle,19,116,0.83
C5-14,C5,mFPI,vehicle,20,117,0.56
C5-14,C5,mFPI,vehicle,21,118,44.44
C5-14,C5,mFPI,vehicle,22,119,46.67
C5-14,C5,mFPI,vehicle,23,120,17.94
C5-14,C5,mFPI,vehicle,0,121,1.61
C5-14,C5,mFPI,vehicle,1,122,54.44
C5-14,C5,mFPI,vehicle,2,123,42.72
C5-14,C5,mFPI,vehicle,3,124,53.39
C5-14,C5,mFPI,vehicle,4,125,9.83
C5-14,C5,mFPI,vehicle,5,126,42.33
C5-14,C5,mFPI,vehicle,6,127,71.89
C5-14,C5,mFPI,vehicle,7,128,52.67
C5-14,C5,mFPI,vehicle,8,129,87.28
C5-14,C5,mFPI,vehicle,9,130,73.72
C5-14,C5,mFPI,vehicle,10,131,70.56
C5-14,C5,mFPI,vehicle,11,132,57.39
C5-14,C5,mFPI,vehicle,12,133,71.17
C5-14,C5,mFPI,vehicle,13,134,66.72
C5-14,C5,mFPI,vehicle,14,135,59.78
C5-14,C5,mFPI,vehicle,15,136,72.0
C5-14,C5,mFPI,vehicle,16,137,75.61
C5-14,C5,mFPI,vehicle,17,138,75.89
C5-14,C5,mFPI,vehicle,18,139,10.0
C5-14,C5,mFPI,vehicle,19,140,0.33
C5-14,C5,mFPI,vehicle,20,141,26.5
C5-14,C5,mFPI,vehicle,21,142,30.28
C5-14,C5,mFPI,vehicle,22,143,0.39
C5-14,C5,mFPI,vehicle,23,144,73.56
C5-14,C5,mFPI,vehicle,0,145,44.89
C5-14,C5,mFPI,vehicle,1,146,32.17
C5-14,C5,mFPI,vehicle,2,147,32.28
C5-14,C5,mFPI,vehicle,3,148,46.28
C5-14,C5,mFPI,vehicle,4,149,37.78
C5-14,C5,mFPI,vehicle,5,150,39.89
C5-14,C5,mFPI,vehicle,6,151,72.22
C5-14,C5,mFPI,vehicle,7,152,84.11
C5-15,C5,Sham,vehicle,15,16,54.06
C5-15,C5,Sham,vehicle,16,17,25.5
C5-15,C5,Sham,vehicle,17,18,84.67
C5-15,C5,Sham,vehicle,18,19,75.22
C5-15,C5,Sham,vehicle,19,20,86.78
C5-15,C5,Sham,vehicle,20,21,39.94
C5-15,C5,Sham,vehicle,21,22,61.0
C5-15,C5,Sham,vehicle,22,23,58.56
C5-15,C5,Sham,vehicle,23,24,8.89
C5-15,C5,Sham,vehicle,0,25,3.28
C5-15,C5,Sham,vehicle,1,26,6.11
C5-15,C5,Sham,vehicle,2,27,5.39
C5-15,C5,Sham,vehicle,3,28,7.78
C5-15,C5,Sham,vehicle,4,29,4.44
C5-15,C5,Sham,vehicle,5,30,42.17
C5-15,C5,Sham,vehicle,6,31,54.5
C5-15,C5,Sham,vehicle,7,32,18.61
C5-15,C5,Sham,vehicle,8,33,69.78
C5-15,C5,Sham,vehicle,9,34,73.78
C5-15,C5,Sham,vehicle,10,35,91.44
C5-15,C5,Sham,vehicle,11,36,4.0
C5-15,C5,Sham,vehicle,12,37,74.5
C5-15,C5,Sham,vehicle,13,38,84.22
C5-15,C5,Sham,vehicle,14,39,94.78
C5-15,C5,Sham,vehicle,15,40,41.17
C5-15,C5,Sham,vehicle,16,41,96.44
C5-15,C5,Sham,vehicle,17,42,47.72
C5-15,C5,Sham,vehicle,18,43,92.33
C5-15,C5,Sham,vehicle,19,44,4.94
C5-15,C5,Sham,vehicle,20,45,54.5
C5-15,C5,Sham,vehicle,21,46,56.94
C5-15,C5,Sham,vehicle,22,47,9.11
C5-15,C5,Sham,vehicle,23,48,47.22
C5-15,C5,Sham,vehicle,0,49,14.67
C5-15,C5,Sham,vehicle,1,50,62.11
C5-15,C5,Sham,vehicle,2,51,13.83
C5-15,C5,Sham,vehicle,3,52,1.56
C5-15,C5,Sham,vehicle,4,53,1.72
C5-15,C5,Sham,vehicle,5,54,50.72
C5-15,C5,Sham,vehicle,6,55,67.78
C5-15,C5,Sham,vehicle,7,56,83.28
C5-15,C5,Sham,vehicle,8,57,73.39
C5-15,C5,Sham,vehicle,9,58,82.22
C5-15,C5,Sham,vehicle,10,59,9.72
C5-15,C5,Sham,vehicle,11,60,91.33
C5-15,C5,Sham,vehicle,12,61,74.33
C5-15,C5,Sham,vehicle,13,62,33.78
C5-15,C5,Sham,vehicle,14,63,89.61
C5-15,C5,Sham,vehicle,15,64,66.56
C5-15,C5,Sham,vehicle,16,65,60.83
C5-15,C5,Sham,vehicle,17,66,78.39
C5-15,C5,Sham,vehicle,18,67,92.44
C5-15,C5,Sham,vehicle,19,68,29.06
C5-15,C5,Sham,vehicle,20,69,29.94
C5-15,C5,Sham,vehicle,21,70,4.22
C5-15,C5,Sham,vehicle,22,71,38.67
C5-15,C5,Sham,vehicle,23,72,52.44
C5-15,C5,Sham,vehicle,0,73,51.06
C5-15,C5,Sham,vehicle,1,74,44.67
C5-15,C5,Sham,vehicle,2,75,2.33
C5-15,C5,Sham,vehicle,3,76,22.94
C5-15,C5,Sham,vehicle,4,77,0.89
C5-15,C5,Sham,vehicle,5,78,6.17
C5-15,C5,Sham,vehicle,6,79,37.44
C5-15,C5,Sham,vehicle,7,80,70.44
C5-15,C5,Sham,vehicle,8,81,77.67
C5-15,C5,Sham,vehicle,9,82,54.44
C5-15,C5,Sham,vehicle,10,83,78.72
C5-15,C5,Sham,vehicle,11,84,76.11
C5-15,C5,Sham,vehicle,12,85,47.72
C5-15,C5,Sham,vehicle,13,86,84.89
C5-15,C5,Sham,vehicle,14,87,57.33
C5-15,C5,Sham,vehicle,15,88,88.89
C5-15,C5,Sham,vehicle,16,89,61.89
C5-15,C5,Sham,vehicle,17,90,74.28
C5-15,C5,Sham,vehicle,18,91,43.06
C5-15,C5,Sham,vehicle,19,92,1.78
C5-15,C5,Sham,vehicle,20,93,2.67
C5-15,C5,Sham,vehicle,21,94,18.5
C5-15,C5,Sham,vehicle,22,95,44.89
C5-15,C5,Sham,vehicle,23,96,23.28
C5-15,C5,Sham,vehicle,0,97,11.72
C5-15,C5,Sham,vehicle,1,98,73.28
C5-15,C5,Sham,vehicle,2,99,53.0
C5-15,C5,Sham,vehicle,3,100,24.22
C5-15,C5,Sham,vehicle,4,101,3.06
C5-15,C5,Sham,vehicle,5,102,3.44
C5-15,C5,Sham,vehicle,6,103,74.94
C5-15,C5,Sham,vehicle,7,104,84.39
C5-15,C5,Sham,vehicle,8,105,78.61
C5-15,C5,Sham,vehicle,9,106,55.78
C5-15,C5,Sham,vehicle,10,107,66.72
C5-15,C5,Sham,vehicle,11,108,84.56
C5-15,C5,Sham,vehicle,12,109,70.06
C5-15,C5,Sham,vehicle,13,110,79.72
C5-15,C5,Sham,vehicle,14,111,62.33
C5-15,C5,Sham,vehicle,15,112,86.39
C5-15,C5,Sham,vehicle,16,113,69.06
C5-15,C5,Sham,vehicle,17,114,73.72
C5-15,C5,Sham,vehicle,18,115,12.5
C5-15,C5,Sham,vehicle,19,116,3.39
C5-15,C5,Sham,vehicle,20,117,1.06
C5-15,C5,Sham,vehicle,21,118,40.67
C5-15,C5,Sham,vehicle,22,119,22.17
C5-15,C5,Sham,vehicle,23,120,9.94
C5-15,C5,Sham,vehicle,0,121,29.22
C5-15,C5,Sham,vehicle,1,122,68.22
C5-15,C5,Sham,vehicle,2,123,56.94
C5-15,C5,Sham,vehicle,3,124,9.22
C5-15,C5,Sham,vehicle,4,125,34.33
C5-15,C5,Sham,vehicle,5,126,5.72
C5-15,C5,Sham,vehicle,6,127,63.78
C5-15,C5,Sham,vehicle,7,128,80.67
C5-15,C5,Sham,vehicle,8,129,80.89
C5-15,C5,Sham,vehicle,9,130,59.11
C5-15,C5,Sham,vehicle,10,131,86.17
C5-15,C5,Sham,vehicle,11,132,91.78
C5-15,C5,Sham,vehicle,12,133,75.72
C5-15,C5,Sham,vehicle,13,134,87.22
C5-15,C5,Sham,vehicle,14,135,60.94
C5-15,C5,Sham,vehicle,15,136,85.33
C5-15,C5,Sham,vehicle,16,137,90.89
C5-15,C5,Sham,vehicle,17,138,80.61
C5-15,C5,Sham,vehicle,18,139,6.33
C5-15,C5,Sham,vehicle,19,140,4.5
C5-15,C5,Sham,vehicle,20,141,38.94
C5-15,C5,Sham,vehicle,21,142,11.78
C5-15,C5,Sham,vehicle,22,143,46.17
C5-15,C5,Sham,vehicle,23,144,35.33
C5-15,C5,Sham,vehicle,0,145,65.06
C5-15,C5,Sham,vehicle,1,146,59.72
C5-15,C5,Sham,vehicle,2,147,33.89
C5-15,C5,Sham,vehicle,3,148,26.56
C5-15,C5,Sham,vehicle,4,149,12.33
C5-15,C5,Sham,vehicle,5,150,30.28
C5-15,C5,Sham,vehicle,6,151,82.89
C5-15,C5,Sham,vehicle,7,152,83.17
C6-02,C6,Sham,vehicle,16,17,6.06
C6-02,C6,Sham,vehicle,17,18,58.17
C6-02,C6,Sham,vehicle,18,19,9.61
C6-02,C6,Sham,vehicle,19,20,11.5
C6-02,C6,Sham,vehicle,20,21,8.0
C6-02,C6,Sham,vehicle,21,22,28.94
C6-02,C6,Sham,vehicle,22,23,4.44
C6-02,C6,Sham,vehicle,23,24,23.28
C6-02,C6,Sham,vehicle,0,25,13.06
C6-02,C6,Sham,vehicle,1,26,4.39
C6-02,C6,Sham,vehicle,2,27,1.56
C6-02,C6,Sham,vehicle,3,28,31.5
C6-02,C6,Sham,vehicle,4,29,74.06
C6-02,C6,Sham,vehicle,5,30,53.0
C6-02,C6,Sham,vehicle,6,31,64.33
C6-02,C6,Sham,vehicle,7,32,18.5
C6-02,C6,Sham,vehicle,8,33,81.44
C6-02,C6,Sham,vehicle,9,34,66.0
C6-02,C6,Sham,vehicle,10,35,88.72
C6-02,C6,Sham,vehicle,11,36,68.11
C6-02,C6,Sham,vehicle,12,37,65.67
C6-02,C6,Sham,vehicle,13,38,71.0
C6-02,C6,Sham,vehicle,14,39,40.0
C6-02,C6,Sham,vehicle,15,40,
C6-02,C6,Sham,vehicle,16,41,70.94
C6-02,C6,Sham,vehicle,17,42,83.11
C6-02,C6,Sham,vehicle,18,43,57.22
C6-02,C6,Sham,vehicle,19,44,58.17
C6-02,C6,Sham,vehicle,20,45,1.83
C6-02,C6,Sham,vehicle,21,46,17.67
C6-02,C6,Sham,vehicle,22,47,4.67
C6-02,C6,Sham,vehicle,23,48,14.33
C6-02,C6,Sham,vehicle,0,49,46.44
C6-02,C6,Sham,vehicle,1,50,4.5
C6-02,C6,Sham,vehicle,2,51,43.83
C6-02,C6,Sham,vehicle,3,52,68.5
C6-02,C6,Sham,vehicle,4,53,44.28
C6-02,C6,Sham,vehicle,5,54,11.39
C6-02,C6,Sham,vehicle,6,55,64.83
C6-02,C6,Sham,vehicle,7,56,57.83
C6-02,C6,Sham,vehicle,8,57,83.67
C6-02,C6,Sham,vehicle,9,58,56.67
C6-02,C6,Sham,vehicle,10,59,87.83
C6-02,C6,Sham,vehicle,11,60,83.17
C6-02,C6,Sham,vehicle,12,61,75.28
C6-02,C6,Sham,vehicle,13,62,73.61
C6-02,C6,Sham,vehicle,14,63,75.44
C6-02,C6,Sham,vehicle,15,64,63.17
C6-02,C6,Sham,vehicle,16,65,38.72
C6-02,C6,Sham,vehicle,17,66,79.44
C6-02,C6,Sham,vehicle,18,67,30.61
C6-02,C6,Sham,vehicle,19,68,35.39
C6-02,C6,Sham,vehicle,20,69,13.56
C6-02,C6,Sham,vehicle,21,70,8.5
C6-02,C6,Sham,vehicle,22,71,8.33
C6-02,C6,Sham,vehicle,23,72,14.83
C6-02,C6,Sham,vehicle,0,73,11.22
C6-02,C6,Sham,vehicle,1,74,8.78
C6-02,C6,Sham,vehicle,2,75,3.0
C6-02,C6,Sham,vehicle,3,76,1.5
C6-02,C6,Sham,vehicle,4,77,57.17
C6-02,C6,Sham,vehicle,5,78,60.06
C6-02,C6,Sham,vehicle,6,79,90.89
C6-02,C6,Sham,vehicle,7,80,23.5
C6-02,C6,Sham,vehicle,8,81,78.94
C6-02,C6,Sham,vehicle,9,82,92.72
C6-02,C6,Sham,vehicle,10,83,52.28
C6-02,C6,Sham,vehicle,11,84,86.44
C6-02,C6,Sham,vehicle,12,85,56.44
C6-02,C6,Sham,vehicle,13,86,79.89
C6-02,C6,Sham,vehicle,14,87,80.0
C6-02,C6,Sham,vehicle,15,88,43.72
C6-02,C6,Sham,vehicle,16,89,77.33
C6-02,C6,Sham,vehicle,17,90,62.17
C6-02,C6,Sham,vehicle,18,91,30.72
C6-02,C6,Sham,vehicle,19,92,13.39
C6-02,C6,Sham,vehicle,20,93,4.94
C6-02,C6,Sham,vehicle,21,94,28.33
C6-02,C6,Sham,vehicle,22,95,13.22
C6-02,C6,Sham,vehicle,23,96,40.39
C6-02,C6,Sham,vehicle,0,97,18.11
C6-02,C6,Sham,vehicle,1,98,11.39
C6-02,C6,Sham,vehicle,2,99,4.33
C6-02,C6,Sham,vehicle,3,100,2.5
C6-02,C6,Sham,vehicle,4,101,66.78
C6-02,C6,Sham,vehicle,5,102,70.56
C6-02,C6,Sham,vehicle,6,103,93.44
C6-02,C6,Sham,vehicle,7,104,32.72
C6-02,C6,Sham,vehicle,8,105,93.72
C6-02,C6,Sham,vehicle,9,106,58.17
C6-02,C6,Sham,vehicle,10,107,60.44
C6-02,C6,Sham,vehicle,11,108,47.11
C6-02,C6,Sham,vehicle,12,109,89.5
C6-02,C6,Sham,vehicle,13,110,45.33
C6-02,C6,Sham,vehicle,14,111,72.67
C6-02,C6,Sham,vehicle,15,112,87.28
C6-02,C6,Sham,vehicle,16,113,68.56
C6-02,C6,Sham,vehicle,17,114,59.94
C6-02,C6,Sham,vehicle,18,115,23.11
C6-02,C6,Sham,vehicle,19,116,11.17
C6-02,C6,Sham,vehicle,20,117,7.22
C6-02,C6,Sham,vehicle,21,118,53.33
C6-02,C6,Sham,vehicle,22,119,31.44
C6-02,C6,Sham,vehicle,23,120,40.39
C6-02,C6,Sham,vehicle,0,121,34.67
C6-02,C6,Sham,vehicle,1,122,23.61
C6-02,C6,Sham,vehicle,2,123,8.44
C6-02,C6,Sham,vehicle,3,124,2.67
C6-02,C6,Sham,vehicle,4,125,27.33
C6-02,C6,Sham,vehicle,5,126,3.22
C6-02,C6,Sham,vehicle,6,127,74.61
C6-02,C6,Sham,vehicle,7,128,59.83
C6-02,C6,Sham,vehicle,8,129,90.11
C6-02,C6,Sham,vehicle,9,130,55.22
C6-02,C6,Sham,vehicle,10,131,80.83
C6-02,C6,Sham,vehicle,11,132,73.5
C6-02,C6,Sham,vehicle,12,133,57.67
C6-02,C6,Sham,vehicle,13,134,51.17
C6-02,C6,Sham,vehicle,14,135,69.67
C6-02,C6,Sham,vehicle,15,136,79.17
C6-02,C6,Sham,vehicle,16,137,84.72
C6-02,C6,Sham,vehicle,17,138,61.06
C6-02,C6,Sham,vehicle,18,139,24.56
C6-02,C6,Sham,vehicle,19,140,22.56
C6-02,C6,Sham,vehicle,20,141,26.78
C6-02,C6,Sham,vehicle,21,142,51.5
C6-02,C6,Sham,vehicle,22,143,37.78
C6-02,C6,Sham,vehicle,23,144,15.94
C6-02,C6,Sham,vehicle,0,145,56.78
C6-02,C6,Sham,vehicle,1,146,33.89
C6-02,C6,Sham,vehicle,2,147,23.78
C6-02,C6,Sham,vehicle,3,148,13.78
C6-02,C6,Sham,vehicle,4,149,7.0
C6-02,C6,Sham,vehicle,5,150,8.89
C6-02,C6,Sham,vehicle,6,151,75.22
C6-02,C6,Sham,vehicle,7,152,83.11
C6-02,C6,Sham,vehicle,8,153,81.89
C6-04,C6,Sham,vehicle,16,17,31.94
C6-04,C6,Sham,vehicle,17,18,93.83
C6-04,C6,Sham,vehicle,18,19,31.33
C6-04,C6,Sham,vehicle,19,20,38.11
C6-04,C6,Sham,vehicle,20,21,22.39
C6-04,C6,Sham,vehicle,21,22,30.28
C6-04,C6,Sham,vehicle,22,23,20.33
C6-04,C6,Sham,vehicle,23,24,48.83
C6-04,C6,Sham,vehicle,0,25,46.56
C6-04,C6,Sham,vehicle,1,26,50.94
C6-04,C6,Sham,vehicle,2,27,55.61
C6-04,C6,Sham,vehicle,3,28,60.39
C6-04,C6,Sham,vehicle,4,29,5.72
C6-04,C6,Sham,vehicle,5,30,70.06
C6-04,C6,Sham,vehicle,6,31,36.0
C6-04,C6,Sham,vehicle,7,32,88.22
C6-04,C6,Sham,vehicle,8,33,18.22
C6-04,C6,Sham,vehicle,9,34,80.5
C6-04,C6,Sham,vehicle,10,35,40.94
C6-04,C6,Sham,vehicle,11,36,74.06
C6-04,C6,Sham,vehicle,12,37,24.61
C6-04,C6,Sham,vehicle,13,38,71.28
C6-04,C6,Sham,vehicle,14,39,21.22
C6-04,C6,Sham,vehicle,15,40,
C6-04,C6,Sham,vehicle,16,41,53.39
C6-04,C6,Sham,vehicle,17,42,74.83
C6-04,C6,Sham,vehicle,18,43,40.67
C6-04,C6,Sham,vehicle,19,44,52.67
C6-04,C6,Sham,vehicle,20,45,9.17
C6-04,C6,Sham,vehicle,21,46,0.0
C6-04,C6,Sham,vehicle,22,47,0.61
C6-04,C6,Sham,vehicle,23,48,38.78
C6-04,C6,Sham,vehicle,0,49,23.72
C6-04,C6,Sham,vehicle,1,50,0.5
C6-04,C6,Sham,vehicle,2,51,32.11
C6-04,C6,Sham,vehicle,3,52,34.78
C6-04,C6,Sham,vehicle,4,53,60.22
C6-04,C6,Sham,vehicle,5,54,61.72
C6-04,C6,Sham,vehicle,6,55,67.39
C6-04,C6,Sham,vehicle,7,56,66.56
C6-04,C6,Sham,vehicle,8,57,23.5
C6-04,C6,Sham,vehicle,9,58,64.94
C6-04,C6,Sham,vehicle,10,59,38.11
C6-04,C6,Sham,vehicle,11,60,80.11
C6-04,C6,Sham,vehicle,12,61,58.5
C6-04,C6,Sham,vehicle,13,62,37.06
C6-04,C6,Sham,vehicle,14,63,77.5
C6-04,C6,Sham,vehicle,15,64,64.22
C6-04,C6,Sham,vehicle,16,65,65.11
C6-04,C6,Sham,vehicle,17,66,66.17
C6-04,C6,Sham,vehicle,18,67,38.61
C6-04,C6,Sham,vehicle,19,68,16.83
C6-04,C6,Sham,vehicle,20,69,0.17
C6-04,C6,Sham,vehicle,21,70,0.83
C6-04,C6,Sham,vehicle,22,71,41.0
C6-04,C6,Sham,vehicle,23,72,0.28
C6-04,C6,Sham,vehicle,0,73,44.33
C6-04,C6,Sham,vehicle,1,74,52.72
C6-04,C6,Sham,vehicle,2,75,28.67
C6-04,C6,Sham,vehicle,3,76,56.0
C6-04,C6,Sham,vehicle,4,77,12.33
C6-04,C6,Sham,vehicle,5,78,1.72
C6-04,C6,Sham,vehicle,6,79,63.44
C6-04,C6,Sham,vehicle,7,80,68.94
C6-04,C6,Sham,vehicle,8,81,36.78
C6-04,C6,Sham,vehicle,9,82,44.22
C6-04,C6,Sham,vehicle,10,83,54.61
C6-04,C6,Sham,vehicle,11,84,63.89
C6-04,C6,Sham,vehicle,12,85,66.67
C6-04,C6,Sham,vehicle,13,86,73.5
C6-04,C6,Sham,vehicle,14,87,25.94
C6-04,C6,Sham,vehicle,15,88,75.17
C6-04,C6,Sham,vehicle,16,89,67.0
C6-04,C6,Sham,vehicle,17,90,68.33
C6-04,C6,Sham,vehicle,18,91,45.28
C6-04,C6,Sham,vehicle,19,92,0.39
C6-04,C6,Sham,vehicle,20,93,0.72
C6-04,C6,Sham,vehicle,21,94,1.0
C6-04,C6,Sham,vehicle,22,95,0.78
C6-04,C6,Sham,vehicle,23,96,38.89
C6-04,C6,Sham,vehicle,0,97,18.78
C6-04,C6,Sham,vehicle,1,98,55.06
