UniqueMouse,Cohort,InjuredGroup,Treatment,HourOfDay,CumulativeHour,PercentSleep
C8-06,C8,Sham,vehicle,4,101,60.33
C8-06,C8,Sham,vehicle,5,102,32.0
C8-06,C8,Sham,vehicle,6,103,76.0
C8-06,C8,Sham,vehicle,7,104,86.17
C8-06,C8,Sham,vehicle,8,105,16.72
C8-06,C8,Sham,vehicle,9,106,90.5
C8-06,C8,Sham,vehicle,10,107,52.83
C8-06,C8,Sham,vehicle,11,108,91.06
C8-06,C8,Sham,vehicle,12,109,39.22
C8-06,C8,Sham,vehicle,13,110,61.0
C8-06,C8,Sham,vehicle,14,111,84.06
C8-06,C8,Sham,vehicle,15,112,95.44
C8-06,C8,Sham,vehicle,16,113,55.78
C8-06,C8,Sham,vehicle,17,114,78.89
C8-06,C8,Sham,vehicle,18,115,73.44
C8-06,C8,Sham,vehicle,19,116,79.61
C8-06,C8,Sham,vehicle,20,117,16.72
C8-06,C8,Sham,vehicle,21,118,17.83
C8-06,C8,Sham,vehicle,22,119,4.17
C8-06,C8,Sham,vehicle,23,120,3.11
C8-06,C8,Sham,vehicle,0,121,4.83
C8-06,C8,Sham,vehicle,1,122,0.83
C8-06,C8,Sham,vehicle,2,123,1.39
C8-06,C8,Sham,vehicle,3,124,52.0
C8-06,C8,Sham,vehicle,4,125,43.78
C8-06,C8,Sham,vehicle,5,126,50.67
C8-06,C8,Sham,vehicle,6,127,53.11
C8-12,C8,mFPI,vehicle,16,17,4.11
C8-12,C8,mFPI,vehicle,17,18,6.83
C8-12,C8,mFPI,vehicle,18,19,22.56
C8-12,C8,mFPI,vehicle,19,20,30.17
C8-12,C8,mFPI,vehicle,20,21,17.94
C8-12,C8,mFPI,vehicle,21,22,5.39
C8-12,C8,mFPI,vehicle,22,23,1.94
C8-12,C8,mFPI,vehicle,23,24,0.56
C8-12,C8,mFPI,vehicle,0,25,27.94
C8-12,C8,mFPI,vehicle,1,26,64.44
C8-12,C8,mFPI,vehicle,2,27,2.67
C8-12,C8,mFPI,vehicle,3,28,68.61
C8-12,C8,mFPI,vehicle,4,29,66.5
C8-12,C8,mFPI,vehicle,5,30,62.22
C8-12,C8,mFPI,vehicle,6,31,91.89
C8-12,C8,mFPI,vehicle,7,32,21.33
C8-12,C8,mFPI,vehicle,8,33,63.22
C8-12,C8,mFPI,vehicle,9,34,74.83
C8-12,C8,mFPI,vehicle,10,35,66.33
C8-12,C8,mFPI,vehicle,11,36,67.94
C8-12,C8,mFPI,vehicle,12,37,74.11
C8-12,C8,mFPI,vehicle,13,38,59.17
C8-12,C8,mFPI,vehicle,14,39,74.83
C8-12,C8,mFPI,vehicle,15,40,1.83
C8-12,C8,mFPI,vehicle,16,41,60.22
C8-12,C8,mFPI,vehicle,17,42,65.0
C8-12,C8,mFPI,vehicle,18,43,14.33
C8-12,C8,mFPI,vehicle,19,44,16.33
C8-12,C8,mFPI,vehicle,20,45,34.83
C8-12,C8,mFPI,vehicle,21,46,5.56
C8-12,C8,mFPI,vehicle,22,47,3.83
C8-12,C8,mFPI,vehicle,23,48,4.67
C8-12,C8,mFPI,vehicle,0,49,61.28
C8-12,C8,mFPI,vehicle,1,50,24.17
C8-12,C8,mFPI,vehicle,2,51,41.11
C8-12,C8,mFPI,vehicle,3,52,52.94
C8-12,C8,mFPI,vehicle,4,53,58.94
C8-12,C8,mFPI,vehicle,5,54,37.61
C8-12,C8,mFPI,vehicle,6,55,68.11
C8-12,C8,mFPI,vehicle,7,56,92.39
C8-12,C8,mFPI,vehicle,8,57,41.5
C8-12,C8,mFPI,vehicle,9,58,72.0
C8-12,C8,mFPI,vehicle,10,59,66.78
C8-12,C8,mFPI,vehicle,11,60,63.78
C8-12,C8,mFPI,vehicle,12,61,70.83
C8-12,C8,mFPI,vehicle,13,62,17.11
C8-12,C8,mFPI,vehicle,14,63,79.94
C8-12,C8,mFPI,vehicle,15,64,67.22
C8-12,C8,mFPI,vehicle,16,65,37.56
C8-12,C8,mFPI,vehicle,17,66,46.0
C8-12,C8,mFPI,vehicle,18,67,56.78
C8-12,C8,mFPI,vehicle,19,68,70.28
C8-12,C8,mFPI,vehicle,20,69,15.72
C8-12,C8,mFPI,vehicle,21,70,0.56
C8-12,C8,mFPI,vehicle,22,71,1.67
C8-12,C8,mFPI,vehicle,23,72,1.06
C8-12,C8,mFPI,vehicle,0,73,1.5
C8-12,C8,mFPI,vehicle,1,74,57.11
C8-12,C8,mFPI,vehicle,2,75,18.78
C8-12,C8,mFPI,vehicle,3,76,56.28
C8-12,C8,mFPI,vehicle,4,77,72.61
C8-12,C8,mFPI,vehicle,5,78,15.5
C8-12,C8,mFPI,vehicle,6,79,94.28
C8-12,C8,mFPI,vehicle,7,80,74.11
C8-12,C8,mFPI,vehicle,8,81,75.28
C8-12,C8,mFPI,vehicle,9,82,38.28
C8-12,C8,mFPI,vehicle,10,83,68.89
C8-12,C8,mFPI,vehicle,11,84,76.56
C8-12,C8,mFPI,vehicle,12,85,77.61
C8-12,C8,mFPI,vehicle,13,86,85.22
C8-12,C8,mFPI,vehicle,14,87,58.39
C8-12,C8,mFPI,vehicle,15,88,55.94
C8-12,C8,mFPI,vehicle,16,89,70.33
C8-12,C8,mFPI,vehicle,17,90,60.17
C8-12,C8,mFPI,vehicle,18,91,72.06
C8-12,C8,mFPI,vehicle,19,92,36.11
C8-12,C8,mFPI,vehicle,20,93,26.0
C8-12,C8,mFPI,vehicle,21,94,14.5
C8-12,C8,mFPI,vehicle,22,95,0.44
C8-12,C8,mFPI,vehicle,23,96,0.61
C8-12,C8,mFPI,vehicle,0,97,0.61
C8-12,C8,mFPI,vehicle,1,98,53.61
C8-12,C8,mFPI,vehicle,2,99,2.11
C8-12,C8,mFPI,vehicle,3,100,71.72
C8-12,C8,mFPI,vehicle,4,101,61.17
C8-12,C8,mFPI,vehicle,5,102,32.61
C8-12,C8,mFPI,vehicle,6,103,87.67
C8-12,C8,mFPI,vehicle,7,104,68.17
C8-12,C8,mFPI,vehicle,8,105,78.06
C8-12,C8,mFPI,vehicle,9,106,28.11
C8-12,C8,mFPI,vehicle,10,107,94.28
C8-12,C8,mFPI,vehicle,11,108,80.11
C8-12,C8,mFPI,vehicle,12,109,65.67
C8-12,C8,mFPI,vehicle,13,110,90.94
C8-12,C8,mFPI,vehicle,14,111,68.39
C8-12,C8,mFPI,vehicle,15,112,52.39
C8-12,C8,mFPI,vehicle,16,113,86.33
C8-12,C8,mFPI,vehicle,17,114,72.0
C8-12,C8,mFPI,vehicle,18,115,80.83
C8-12,C8,mFPI,vehicle,19,116,26.67
C8-12,C8,mFPI,vehicle,20,117,54.89
C8-12,C8,mFPI,vehicle,21,118,39.33
C8-12,C8,mFPI,vehicle,22,119,3.06
C8-12,C8,mFPI,vehicle,23,120,1.56
C8-12,C8,mFPI,vehicle,0,121,2.17
C8-12,C8,mFPI,vehicle,1,122,0.94
C8-12,C8,mFPI,vehicle,2,123,55.72
C8-12,C8,mFPI,vehicle,3,124,22.39
C8-12,C8,mFPI,vehicle,4,125,66.89
C8-12,C8,mFPI,vehicle,5,126,77.89
C8-12,C8,mFPI,vehicle,6,127,38.72
C8-13,C8,mFPI,vehicle,16,17,0.78
C8-13,C8,mFPI,vehicle,17,18,7.83
C8-13,C8,mFPI,vehicle,18,19,9.22
C8-13,C8,mFPI,vehicle,19,20,27.83
C8-13,C8,mFPI,vehicle,20,21,8.22
C8-13,C8,mFPI,vehicle,21,22,1.11
C8-13,C8,mFPI,vehicle,22,23,3.39
C8-13,C8,mFPI,vehicle,23,24,4.5
C8-13,C8,mFPI,vehicle,0,25,4.06
C8-13,C8,mFPI,vehicle,1,26,43.44
C8-13,C8,mFPI,vehicle,2,27,37.06
C8-13,C8,mFPI,vehicle,3,28,31.33
C8-13,C8,mFPI,vehicle,4,29,79.89
C8-13,C8,mFPI,vehicle,5,30,81.06
C8-13,C8,mFPI,vehicle,6,31,30.5
C8-13,C8,mFPI,vehicle,7,32,3.67
C8-13,C8,mFPI,vehicle,8,33,40.94
C8-13,C8,mFPI,vehicle,9,34,86.56
C8-13,C8,mFPI,vehicle,10,35,64.94
C8-13,C8,mFPI,vehicle,11,36,47.72
C8-13,C8,mFPI,vehicle,12,37,86.44
C8-13,C8,mFPI,vehicle,13,38,29.06
C8-13,C8,mFPI,vehicle,14,39,92.5
C8-13,C8,mFPI,vehicle,15,40,28.0
C8-13,C8,mFPI,vehicle,16,41,74.39
C8-13,C8,mFPI,vehicle,17,42,70.67
C8-13,C8,mFPI,vehicle,18,43,53.22
C8-13,C8,mFPI,vehicle,19,44,1.11
C8-13,C8,mFPI,vehicle,20,45,0.5
C8-13,C8,mFPI,vehicle,21,46,0.0
C8-13,C8,mFPI,vehicle,22,47,1.39
C8-13,C8,mFPI,vehicle,23,48,8.17
C8-13,C8,mFPI,vehicle,0,49,2.28
C8-13,C8,mFPI,vehicle,1,50,3.33
C8-13,C8,mFPI,vehicle,2,51,11.78
C8-13,C8,mFPI,vehicle,3,52,85.78
C8-13,C8,mFPI,vehicle,4,53,42.06
C8-13,C8,mFPI,vehicle,5,54,48.61
C8-13,C8,mFPI,vehicle,6,55,31.22
C8-13,C8,mFPI,vehicle,7,56,82.39
C8-13,C8,mFPI,vehicle,8,57,54.06
C8-13,C8,mFPI,vehicle,9,58,16.39
C8-13,C8,mFPI,vehicle,10,59,83.06
C8-13,C8,mFPI,vehicle,11,60,66.39
C8-13,C8,mFPI,vehicle,12,61,66.72
C8-13,C8,mFPI,vehicle,13,62,54.61
C8-13,C8,mFPI,vehicle,14,63,81.89
C8-13,C8,mFPI,vehicle,15,64,28.67
C8-13,C8,mFPI,vehicle,16,65,83.06
C8-13,C8,mFPI,vehicle,17,66,52.33
C8-13,C8,mFPI,vehicle,18,67,37.78
C8-13,C8,mFPI,vehicle,19,68,32.72
C8-13,C8,mFPI,vehicle,20,69,0.17
C8-13,C8,mFPI,vehicle,21,70,3.39
C8-13,C8,mFPI,vehicle,22,71,2.83
C8-13,C8,mFPI,vehicle,23,72,1.72
C8-13,C8,mFPI,vehicle,0,73,1.78
C8-13,C8,mFPI,vehicle,1,74,3.11
C8-13,C8,mFPI,vehicle,2,75,4.17
C8-13,C8,mFPI,vehicle,3,76,2.11
C8-13,C8,mFPI,vehicle,4,77,62.0
C8-13,C8,mFPI,vehicle,5,78,19.28
C8-13,C8,mFPI,vehicle,6,79,92.0
C8-13,C8,mFPI,vehicle,7,80,44.56
C8-13,C8,mFPI,vehicle,8,81,46.28
C8-13,C8,mFPI,vehicle,9,82,92.78
C8-13,C8,mFPI,vehicle,10,83,15.83
C8-13,C8,mFPI,vehicle,11,84,61.56
C8-13,C8,mFPI,vehicle,12,85,75.28
C8-13,C8,mFPI,vehicle,13,86,92.28
C8-13,C8,mFPI,vehicle,14,87,64.67
C8-13,C8,mFPI,vehicle,15,88,74.33
C8-13,C8,mFPI,vehicle,16,89,68.5
C8-13,C8,mFPI,vehicle,17,90,62.67
C8-13,C8,mFPI,vehicle,18,91,62.72
C8-13,C8,mFPI,vehicle,19,92,7.33
C8-13,C8,mFPI,vehicle,20,93,1.5
C8-13,C8,mFPI,vehicle,21,94,18.67
C8-13,C8,mFPI,vehicle,22,95,32.61
C8-13,C8,mFPI,vehicle,23,96,21.0
C8-13,C8,mFPI,vehicle,0,97,12.44
C8-13,C8,mFPI,vehicle,1,98,1.22
C8-13,C8,mFPI,vehicle,2,99,3.0
C8-13,C8,mFPI,vehicle,3,100,1.06
C8-13,C8,mFPI,vehicle,4,101,2.78
C8-13,C8,mFPI,vehicle,5,102,1.67
C8-13,C8,mFPI,vehicle,6,103,34.28
C8-13,C8,mFPI,vehicle,7,104,65.5
C8-13,C8,mFPI,vehicle,8,105,5.0
C8-13,C8,mFPI,vehicle,9,106,92.5
C8-13,C8,mFPI,vehicle,10,107,58.33
C8-13,C8,mFPI,vehicle,11,108,70.33
C8-13,C8,mFPI,vehicle,12,109,92.72
C8-13,C8,mFPI,vehicle,13,110,86.44
C8-13,C8,mFPI,vehicle,14,111,69.78
C8-13,C8,mFPI,vehicle,15,112,51.61
C8-13,C8,mFPI,vehicle,16,113,92.5
C8-13,C8,mFPI,vehicle,17,114,59.28
C8-13,C8,mFPI,vehicle,18,115,64.5
C8-13,C8,mFPI,vehicle,19,116,34.56
C8-13,C8,mFPI,vehicle,20,117,16.89
C8-13,C8,mFPI,vehicle,21,118,3.28
C8-13,C8,mFPI,vehicle,22,119,6.67
C8-13,C8,mFPI,vehicle,23,120,59.44
C8-13,C8,mFPI,vehicle,0,121,56.11
C8-13,C8,mFPI,vehicle,1,122,3.67
C8-13,C8,mFPI,vehicle,2,123,31.83
C8-13,C8,mFPI,vehicle,3,124,2.94
C8-13,C8,mFPI,vehicle,4,125,3.17
C8-13,C8,mFPI,vehicle,5,126,1.83
C8-13,C8,mFPI,vehicle,6,127,2.33
C8-16,C8,mFPI,vehicle,16,17,3.0
C8-16,C8,mFPI,vehicle,17,18,2.56
C8-16,C8,mFPI,vehicle,18,19,42.22
C8-16,C8,mFPI,vehicle,19,20,33.94
C8-16,C8,mFPI,vehicle,20,21,2.39
C8-16,C8,mFPI,vehicle,21,22,3.33
C8-16,C8,mFPI,vehicle,22,23,1.39
C8-16,C8,mFPI,vehicle,23,24,5.0
C8-16,C8,mFPI,vehicle,0,25,1.44
C8-16,C8,mFPI,vehicle,1,26,30.39
C8-16,C8,mFPI,vehicle,2,27,66.22
C8-16,C8,mFPI,vehicle,3,28,40.39
C8-16,C8,mFPI,vehicle,4,29,34.5
C8-16,C8,mFPI,vehicle,5,30,90.17
C8-16,C8,mFPI,vehicle,6,31,53.89
C8-16,C8,mFPI,vehicle,7,32,35.0
C8-16,C8,mFPI,vehicle,8,33,86.28
C8-16,C8,mFPI,vehicle,9,34,66.72
C8-16,C8,mFPI,vehicle,10,35,29.28
C8-16,C8,mFPI,vehicle,11,36,66.28
C8-16,C8,mFPI,vehicle,12,37,50.17
C8-16,C8,mFPI,vehicle,13,38,71.89
C8-16,C8,mFPI,vehicle,14,39,66.78
C8-16,C8,mFPI,vehicle,15,40,55.67
C8-16,C8,mFPI,vehicle,16,41,7.22
C8-16,C8,mFPI,vehicle,17,42,68.44
C8-16,C8,mFPI,vehicle,18,43,57.56
C8-16,C8,mFPI,vehicle,19,44,18.89
C8-16,C8,mFPI,vehicle,20,45,0.33
C8-16,C8,mFPI,vehicle,21,46,1.11
C8-16,C8,mFPI,vehicle,22,47,1.11
C8-16,C8,mFPI,vehicle,23,48,1.11
C8-16,C8,mFPI,vehicle,0,49,0.11
C8-16,C8,mFPI,vehicle,1,50,43.94
C8-16,C8,mFPI,vehicle,2,51,19.39
C8-16,C8,mFPI,vehicle,3,52,88.28
C8-16,C8,mFPI,vehicle,4,53,23.28
C8-16,C8,mFPI,vehicle,5,54,85.56
C8-16,C8,mFPI,vehicle,6,55,34.22
C8-16,C8,mFPI,vehicle,7,56,86.44
C8-16,C8,mFPI,vehicle,8,57,36.33
C8-16,C8,mFPI,vehicle,9,58,74.56
C8-16,C8,mFPI,vehicle,10,59,64.61
C8-16,C8,mFPI,vehicle,11,60,47.22
C8-16,C8,mFPI,vehicle,12,61,85.94
C8-16,C8,mFPI,vehicle,13,62,55.89
C8-16,C8,mFPI,vehicle,14,63,77.0
C8-16,C8,mFPI,vehicle,15,64,58.33
C8-16,C8,mFPI,vehicle,16,65,56.89
C8-16,C8,mFPI,vehicle,17,66,55.78
C8-16,C8,mFPI,vehicle,18,67,46.5
C8-16,C8,mFPI,vehicle,19,68,20.5
C8-16,C8,mFPI,vehicle,20,69,1.0
C8-16,C8,mFPI,vehicle,21,70,1.56
C8-16,C8,mFPI,vehicle,22,71,0.22
C8-16,C8,mFPI,vehicle,23,72,1.78
C8-16,C8,mFPI,vehicle,0,73,0.11
C8-16,C8,mFPI,vehicle,1,74,47.39
C8-16,C8,mFPI,vehicle,2,75,21.61
C8-16,C8,mFPI,vehicle,3,76,44.56
C8-16,C8,mFPI,vehicle,4,77,12.11
C8-16,C8,mFPI,vehicle,5,78,58.39
C8-16,C8,mFPI,vehicle,6,79,39.61
C8-16,C8,mFPI,vehicle,7,80,67.72
C8-16,C8,mFPI,vehicle,8,81,41.67
C8-16,C8,mFPI,vehicle,9,82,94.78
C8-16,C8,mFPI,vehicle,10,83,32.11
C8-16,C8,mFPI,vehicle,11,84,88.22
C8-16,C8,mFPI,vehicle,12,85,64.0
C8-16,C8,mFPI,vehicle,13,86,83.94
C8-16,C8,mFPI,vehicle,14,87,75.39
C8-16,C8,mFPI,vehicle,15,88,67.11
C8-16,C8,mFPI,vehicle,16,89,69.0
C8-16,C8,mFPI,vehicle,17,90,45.44
C8-16,C8,mFPI,vehicle,18,91,60.61
C8-16,C8,mFPI,vehicle,19,92,21.94
C8-16,C8,mFPI,vehicle,20,93,0.61
C8-16,C8,mFPI,vehicle,21,94,1.06
C8-16,C8,mFPI,vehicle,22,95,18.44
C8-16,C8,mFPI,vehicle,23,96,0.67
C8-16,C8,mFPI,vehicle,0,97,0.67
C8-16,C8,mFPI,vehicle,1,98,1.44
C8-16,C8,mFPI,vehicle,2,99,25.72
C8-16,C8,mFPI,vehicle,3,100,36.5
C8-16,C8,mFPI,vehicle,4,101,16.17
C8-16,C8,mFPI,vehicle,5,102,42.17
C8-16,C8,mFPI,vehicle,6,103,72.22
C8-16,C8,mFPI,vehicle,7,104,32.39
C8-16,C8,mFPI,vehicle,8,105,89.94
C8-16,C8,mFPI,vehicle,9,106,70.33
C8-16,C8,mFPI,vehicle,10,107,49.94
C8-16,C8,mFPI,vehicle,11,108,86.78
C8-16,C8,mFPI,vehicle,12,109,65.67
C8-16,C8,mFPI,vehicle,13,110,90.94
C8-16,C8,mFPI,vehicle,14,111,62.28
C8-16,C8,mFPI,vehicle,15,112,65.89
C8-16,C8,mFPI,vehicle,16,113,62.89
C8-16,C8,mFPI,vehicle,17,114,67.94
C8-16,C8,mFPI,vehicle,18,115,42.72
C8-16,C8,mFPI,vehicle,19,116,50.0
C8-16,C8,mFPI,vehicle,20,117,4.17
C8-16,C8,mFPI,vehicle,21,118,0.83
C8-16,C8,mFPI,vehicle,22,119,13.33
C8-16,C8,mFPI,vehicle,23,120,12.28
C8-16,C8,mFPI,vehicle,0,121,25.39
C8-16,C8,mFPI,vehicle,1,122,7.0
C8-16,C8,mFPI,vehicle,2,123,7.28
C8-16,C8,mFPI,vehicle,3,124,28.39
C8-16,C8,mFPI,vehicle,4,125,39.17
C8-16,C8,mFPI,vehicle,5,126,50.06
C8-16,C8,mFPI,vehicle,6,127,21.5
